status,url,slug_brand,slug_country,page_brand,page_country,title,h1,notes
OK,https://saigonhoreca.vn/san-pham/may-lam-da-vien-im-240dne-23-hoshizaki/,hoshizaki,,hoshizaki,,Máy Làm Đá Viên IM-240DNE-23 - Hoshizaki,Máy Làm Đá Viên IM-240DNE-23 &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/may-lam-da-vien-im-240dne-hoshizaki/,hoshizaki,,hoshizaki,,Máy Làm Đá Viên IM-240DNE - Hoshizaki,Máy Làm Đá Viên IM-240DNE &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/may-lam-da-vien-im-240xne-21-hoshizaki/,hoshizaki,,hoshizaki,,Máy Làm Đá Viên IM-240XNE-21 - Hoshizaki,Máy Làm Đá Viên IM-240XNE-21 &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/may-lam-da-vien-im-240xne-23-hoshizaki/,hoshizaki,,hoshizaki,,Máy Làm Đá Viên IM-240XNE-23 - Hoshizaki,Máy Làm Đá Viên IM-240XNE-23 &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/may-lam-da-vien-im-240xne-hoshizaki/,hoshizaki,,hoshizaki,,Máy Làm Đá Viên IM-240XNE - Hoshizaki,Máy Làm Đá Viên IM-240XNE &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/may-lam-da-vien-im-30ca-25-hoshizaki/,hoshizaki,,hoshizaki,,Máy làm đá viên IM-30CA-25 - Hoshizaki,Máy làm đá viên IM-30CA-25 &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/may-lam-da-vien-im-30ca-hoshizaki/,hoshizaki,,hoshizaki,,Máy làm đá viên IM-30CA - Hoshizaki,Máy làm đá viên IM-30CA &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/may-lam-da-vien-im-30cne-25-hoshizaki/,hoshizaki,,hoshizaki,,Máy Làm Đá Viên IM-30CNE-25 - Hoshizaki,Máy Làm Đá Viên IM-30CNE-25 &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/may-lam-da-vien-im-45ca-25-hoshizaki/,hoshizaki,,hoshizaki,,Máy làm đá viên IM-45CA-25 - Hoshizaki,Máy làm đá viên IM-45CA-25 &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/may-lam-da-vien-im-45ca-hoshizaki/,hoshizaki,,hoshizaki,,Máy làm đá viên IM-45CA - Hoshizaki,Máy làm đá viên IM-45CA &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/may-lam-da-vien-im-45cne-25-hoshizaki/,hoshizaki,,hoshizaki,,Máy Làm Đá Viên IM-45CNE-25 - Hoshizaki,Máy Làm Đá Viên IM-45CNE-25 &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/may-lam-da-vien-im-65a-25-hoshizaki/,hoshizaki,,hoshizaki,,Máy làm đá viên IM-65A-25 - Hoshizaki,Máy làm đá viên IM-65A-25 &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/may-lam-da-vien-im-65a-hoshizaki/,hoshizaki,,hoshizaki,,Máy làm đá viên IM-65A - Hoshizaki,Máy làm đá viên IM-65A &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/may-lam-da-vien-im-65ne-25-hoshizaki/,hoshizaki,,hoshizaki,,Máy Làm Đá Viên IM-65NE-25 - Hoshizaki,Máy Làm Đá Viên IM-65NE-25 &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/may-lam-da-vien-im-65ne-hoshizaki/,hoshizaki,,hoshizaki,,Máy Làm Đá Viên IM-65NE - Hoshizaki,Máy Làm Đá Viên IM-65NE &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/may-lam-da-vien-lon-im-35m-2-lm-hoshizaki/,hoshizaki,,hoshizaki,,Máy Làm Đá Viên Lớn IM-35M-2-LM - Hoshizaki,Máy Làm Đá Viên Lớn IM-35M-2-LM &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/may-lam-da-vien-lon-im-55m-2-lm-hoshizaki/,hoshizaki,,hoshizaki,,Máy Làm Đá Viên Lớn IM-55M-2-LM - Hoshizaki,Máy Làm Đá Viên Lớn IM-55M-2-LM &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/may-lam-da-vien-lon-lm-550m-1-hoshizaki/,hoshizaki,,hoshizaki,,Máy Làm Đá Viên Lớn LM-550M-1 - Hoshizaki,Máy Làm Đá Viên Lớn LM-550M-1 &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/may-lam-da-vien-srm-105a-hoshizaki/,hoshizaki,,hoshizaki,,Máy làm đá viên SRM-105A - Hoshizaki,Máy làm đá viên SRM-105A &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/may-lam-da-vien-srm-125a-hoshizaki/,hoshizaki,,hoshizaki,,Máy làm đá viên SRM-125A - Hoshizaki,Máy làm đá viên SRM-125A &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/may-lam-da-vien-srm-45a-hoshizaki/,hoshizaki,,hoshizaki,,Máy Làm Đá Viên Nhỏ SRM-45A - Hoshizaki,Máy Làm Đá Viên Nhỏ SRM-45A &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/may-lam-da-vien-srm-60a-hoshizaki/,hoshizaki,,hoshizaki,,Máy Làm Đá Viên Nhỏ SRM-60A - Hoshizaki,Máy Làm Đá Viên Nhỏ SRM-60A &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/may-lam-da-vien-srm-80a-hoshizaki/,hoshizaki,,hoshizaki,,Máy Làm Đá Viên Nhỏ SRM-80A - Hoshizaki,Máy Làm Đá Viên Nhỏ SRM-80A &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/may-nau-cham-smartvide-5-sammic/,sammic,,sammic,,Máy nấu chậm SmartVide 5 - Sammic,Máy nấu chậm SmartVide 5 &#8211; Sammic,
OK,https://saigonhoreca.vn/san-pham/may-nau-cham-smartvide-7-sammic/,sammic,,sammic,,Máy nấu chậm SmartVide 7 - Sammic,Máy nấu chậm SmartVide 7 &#8211; Sammic,
OK,https://saigonhoreca.vn/san-pham/may-nau-cham-smartvide-9-sammic/,sammic,,sammic,,Máy nấu chậm SmartVide 9 - Sammic,Máy nấu chậm SmartVide 9 &#8211; Sammic,
OK,https://saigonhoreca.vn/san-pham/may-nau-cham-smartvide-xl-sammic/,sammic,,sammic,,Máy nấu chậm SmartVide XL - Sammic,Máy nấu chậm SmartVide XL &#8211; Sammic,
OK,https://saigonhoreca.vn/san-pham/may-rua-chen-dang-dung-hw-600b3-r-hoshizaki/,hoshizaki,,hoshizaki,,Máy Rửa Chén Dạng Đứng HW-600B3 R - Hoshizaki,Máy Rửa Chén Dạng Đứng HW-600B3 R &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/may-rua-chen-dang-dung-obm1080t-hoshizaki/,hoshizaki,,hoshizaki,,Máy Rửa Chén Dạng Đứng OBM1080T - Hoshizaki,Máy Rửa Chén Dạng Đứng OBM1080T &#8211; Hoshizaki,
SKIP,https://saigonhoreca.vn/san-pham/may-rua-chen-dw3280s-dolphin-korea/,,,,,,,no brand token in slug
OK,https://saigonhoreca.vn/san-pham/may-rua-chen-p50-winterhalter-germany/,winterhalter,germany,winterhalter,germany,Máy Rửa Chén P50 - Winterhalter-Germany,Máy Rửa Chén P50 &#8211; Winterhalter-Germany,
OK,https://saigonhoreca.vn/san-pham/may-rua-chen-ux-100-sammic-spain/,sammic,spain,sammic,spain,Máy Rửa Chén UX-100 - Sammic-Spain,Máy Rửa Chén UX-100 &#8211; Sammic-Spain,
OK,https://saigonhoreca.vn/san-pham/may-rua-chen-ux-50b-sammic-spain/,sammic,spain,sammic,spain,Máy Rửa Chén UX-50B - Sammic-Spain,Máy Rửa Chén UX-50B &#8211; Sammic-Spain,
OK,https://saigonhoreca.vn/san-pham/may-rua-ly-dang-ban-hw-320b-s-r-hoshizaki/,hoshizaki,,hoshizaki,,Máy Rửa Ly Dạng Bàn HW-320B-S R - Hoshizaki,Máy Rửa Ly Dạng Bàn HW-320B-S R &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/may-rua-ly-dang-ban-oby50t-hoshizaki/,hoshizaki,,hoshizaki,,Máy Rửa Ly Dạng Bàn OBY50T - Hoshizaki,Máy Rửa Ly Dạng Bàn OBY50T &#8211; Hoshizaki,
SKIP,https://saigonhoreca.vn/san-pham/may-tron-bot-cm-50ed/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/may-tron-bot-wsk-25/,,,,,,,no brand token in slug
OK,https://saigonhoreca.vn/san-pham/may-xay-thit-ps-22-sammic-spain/,sammic,spain,sammic,spain,Máy Xay Thịt PS-22 - Sammic-Spain,Máy Xay Thịt PS-22 &#8211; Sammic-Spain,
SKIP,https://saigonhoreca.vn/san-pham/nuong-than-nhan-tao-cb3b-17-berjaya-malaysia/,,,,,,,no brand token in slug
OK,https://saigonhoreca.vn/san-pham/smartvide-xl-va-120p-heated-tank-sammic/,sammic,,sammic,,High production retherming and cooking station: SmartVide XL và 120P heated tank - Sammic,High production retherming and cooking station: SmartVide XL và 120P heated tank &#8211; Sammic,
OK,https://saigonhoreca.vn/san-pham/thung-da-dung-luong-luu-tru-toi-da-144kg-b-301sa-hoshizaki/,hoshizaki,,hoshizaki,,Thùng Đá / Dung Lượng Lưu Trữ Tối Đa 144Kg B-301SA - Hoshizaki,Thùng Đá / Dung Lượng Lưu Trữ Tối Đa 144Kg B-301SA &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/thung-da-dung-luong-luu-tru-toi-da-217kg-b-501sa-hoshizaki/,hoshizaki,,hoshizaki,,Thùng Đá / Dung Lượng Lưu Trữ Tối Đa 217Kg B-501SA - Hoshizaki,Thùng Đá / Dung Lượng Lưu Trữ Tối Đa 217Kg B-501SA &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/thung-da-dung-luong-luu-tru-toi-da-348kg-b-801sa-hoshizaki/,hoshizaki,,hoshizaki,,Thùng Đá / Dung Lượng Lưu Trữ Tối Đa 348Kg B-801SA - Hoshizaki,Thùng Đá / Dung Lượng Lưu Trữ Tối Đa 348Kg B-801SA &#8211; Hoshizaki,
SKIP,https://saigonhoreca.vn/san-pham/tu-bao-quan-khu-trung-fsc6015b-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-bao-quan-khu-trung-fsc6025b-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-bao-quan-khu-trung-fscd0345b-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-bao-quan-khu-trung-fscd6050b-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-bao-quan-khu-trung-fscd8550b-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-bao-quan-khu-trung-fscd8560sb-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-bao-quan-khu-trung-fscdt0960b-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-bao-quan-khu-trung-fscdt7560b-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-chien-nhung-doi-fssdf12d-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-chien-nhung-doi-sdf12d-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-chien-nhung-don-fssdf12-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-chien-nhung-don-sdf12-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-com-cong-nghiep-frc108fa-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-com-cong-nghiep-frc14d-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-com-cong-nghiep-frc14fa-ap-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-com-cong-nghiep-frc14fa-tp-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-com-cong-nghiep-frc162fa-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-com-cong-nghiep-frc21d-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-com-cong-nghiep-frc21fa-ap-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-com-cong-nghiep-frc21fa-tp-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-com-cong-nghiep-frc54fa-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-com-cong-nghiep-frc7d-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-com-cong-nghiep-frc7fa-ap-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-com-cong-nghiep-frc7fa-tp-fujimak-japan/,,japan,,,,,no brand token in slug
OK,https://saigonhoreca.vn/san-pham/tu-dong-2-canh-dung-loai-co-khay-banh-hf-78ma-s-b-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Đông 2 Cánh Đứng Loại Có Khay Bánh HF-78MA-S-B - Hoshizaki,Tủ Đông 2 Cánh Đứng Loại Có Khay Bánh HF-78MA-S-B &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-dong-2-canh-hf-78ma-s-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Đông Đứng 2 Cửa HF-78MA-S - Hoshizaki,Tủ Đông Đứng 2 Cửa  HF-78MA-S &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-dong-4-canh-hf-128ma-s-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Đông Đứng 4 Cửa HF-128MA-S - Hoshizaki,Tủ Đông Đứng 4 Cửa HF-128MA-S &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-dong-4-cua-khong-vach-ngan-hf-128ma-s-ml-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Đông 4 Cửa Không Vách Ngăn HF-128MA-S-ML - Hoshizaki,Tủ Đông 4 Cửa Không Vách Ngăn HF-128MA-S-ML &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-dong-4-cua-khong-vach-ngan-hf-148ma-s-ml-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Đông 4 Cửa Không Vách Ngăn HF-148MA-S-ML - Hoshizaki,Tủ Đông 4 Cửa Không Vách Ngăn HF-148MA-S-ML &#8211; Hoshizaki,
SKIP,https://saigonhoreca.vn/san-pham/tu-dong-dung-2-cua-fvf7680-fujimak-japan/,,japan,,,,,no brand token in slug
OK,https://saigonhoreca.vn/san-pham/tu-dong-dung-2-cua-hfwh77ls4-ic-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Đông Đứng 2 Cửa HFWH77LS4-IC - Hoshizaki,Tủ Đông Đứng 2 Cửa HFWH77LS4-IC &#8211; Hoshizaki,
SKIP,https://saigonhoreca.vn/san-pham/tu-dong-dung-4-cua-fvf1280-fujimak-japan/,,japan,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-dong-dung-4-cua-fvf1580-fujimak-japan/,,japan,,,,,no brand token in slug
OK,https://saigonhoreca.vn/san-pham/tu-dong-dung-4-cua-hf-148ma-s-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Đông Đứng 4 Cửa HF-148MA-S - Hoshizaki,Tủ Đông Đứng 4 Cửa  HF-148MA-S &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-dong-dung-4-cua-hfwh127ls4-ic-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Đông Đứng 4 Cửa HFWH127LS4-IC - Hoshizaki,Tủ Đông Đứng 4 Cửa HFWH127LS4-IC &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-dong-dung-4-cua-hfwh147ls4-ic-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Đông Đứng 4 Cửa HFWH147LS4-IC - Hoshizaki,Tủ Đông Đứng 4 Cửa HFWH147LS4-IC &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-dong-dung-4-cua-loai-d650-hf-126ma-s-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Đông Đứng 4 Cửa Loại D650 HF-126MA-S - Hoshizaki,Tủ Đông Đứng 4 Cửa Loại D650 HF-126MA-S &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-dong-dung-4-cua-loai-d650-hf-146ma-s-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Đông Đứng 4 Cửa Loại D650 HF-146MA-S - Hoshizaki,Tủ Đông Đứng 4 Cửa Loại D650 HF-146MA-S &#8211; Hoshizaki,
SKIP,https://saigonhoreca.vn/san-pham/tu-dong-lam-lanh-nhanh-at-10-1-1/,,,,,,,no brand token in slug
OK,https://saigonhoreca.vn/san-pham/tu-dong-lam-lanh-nhanh-at-12-2-70-sammic/,sammic,,sammic,,Tủ đông làm lạnh nhanh AT-12 2/70 - Sammic,Tủ đông làm lạnh nhanh AT-12 2/70 &#8211; Sammic,
OK,https://saigonhoreca.vn/san-pham/tu-dong-lam-lanh-nhanh-at-14-1-1-sammic/,sammic,,sammic,,Tủ đông làm lạnh nhanh AT-14 1/1 - Sammic,Tủ đông làm lạnh nhanh AT-14 1/1 &#8211; Sammic,
SKIP,https://saigonhoreca.vn/san-pham/tu-dong-lam-lanh-nhanh-at-20-compatible/,,,,,,,no brand token in slug
OK,https://saigonhoreca.vn/san-pham/tu-dong-lam-lanh-nhanh-at-20-md-sammic/,sammic,,sammic,,Tủ đông làm lạnh nhanh AT-20 MD - Sammic,Tủ đông làm lạnh nhanh AT-20 MD &#8211; Sammic,
OK,https://saigonhoreca.vn/san-pham/tu-dong-lam-lanh-nhanh-at-3-1-1-sammic-2/,sammic,,sammic,,Tủ đông làm lạnh nhanh AT-3 1/1 - Sammic,Tủ đông làm lạnh nhanh AT-3 1/1 &#8211; Sammic,
OK,https://saigonhoreca.vn/san-pham/tu-dong-lam-lanh-nhanh-at-3-1-1-sammic/,sammic,,sammic,,Tủ đông làm lạnh nhanh AT-3 1/1 - Sammic,Tủ đông làm lạnh nhanh AT-3 1/1 &#8211; Sammic,
SKIP,https://saigonhoreca.vn/san-pham/tu-dong-lam-lanh-nhanh-at-3-2-3/,,,,,,,no brand token in slug
OK,https://saigonhoreca.vn/san-pham/tu-dong-lam-lanh-nhanh-at-5-1-1-sammic/,sammic,,sammic,,Tủ đông làm lạnh nhanh AT-5 1/1 - Sammic,Tủ đông làm lạnh nhanh AT-5 1/1 &#8211; Sammic,
OK,https://saigonhoreca.vn/san-pham/tu-dong-lam-lanh-nhanh-at-8-1-1-sammic/,sammic,,sammic,,Tủ đông làm lạnh nhanh AT-8 1/1 - Sammic,Tủ đông làm lạnh nhanh AT-8 1/1 &#8211; Sammic,
OK,https://saigonhoreca.vn/san-pham/tu-dong-mat-2-cua-hrf-78ma-s-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Đông Mát 2 Cửa HRF-78MA-S - Hoshizaki,Tủ Đông Mát 2 Cửa HRF-78MA-S &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-dong-mat-4-cua-hrf-128ma-s-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Đông Mát 4 Cửa HRF-128MA-S - Hoshizaki,Tủ Đông Mát 4 Cửa HRF-128MA-S &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-dong-mat-4-cua-hrf-148ma-s-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Đông Mát 4 Cửa HRF-148MA-S - Hoshizaki,Tủ Đông Mát 4 Cửa HRF-148MA-S &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-dong-mat-6-cua-hrf-188ma-s-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Đông Mát 6 Cửa HRF-188MA-S - Hoshizaki,Tủ Đông Mát 6 Cửa HRF-188MA-S &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-dong-trung-bay-srf500hc-xgl-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Đông Trưng Bày SRF500HC-XGL - Hoshizaki,Tủ Đông Trưng Bày SRF500HC-XGL &#8211; Hoshizaki,
SKIP,https://saigonhoreca.vn/san-pham/tu-giu-am-banh-fw-5g-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-giu-am-thuc-an-nfw35-2-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-giu-am-thuc-an-nfw40-2-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-giu-am-thuc-an-nfw45-2-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-giu-am-thuc-an-nfw50-2-berjaya-malaysia/,,,,,,,no brand token in slug
SKIP,https://saigonhoreca.vn/san-pham/tu-giu-am-thuc-an-nfw55-2-berjaya-malaysia/,,,,,,,no brand token in slug
OK,https://saigonhoreca.vn/san-pham/tu-lam-dong-nhanh-dang-dung-sbu40ht-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Làm Đông Nhanh Dạng Đứng SBU40HT - Hoshizaki,Tủ Làm Đông Nhanh Dạng Đứng SBU40HT &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-lanh-2-canh-hr-78ma-s-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Mát Đứng 2 Cửa HR-78MA-S - Hoshizaki,Tủ Mát Đứng 2 Cửa HR-78MA-S &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-lanh-4-canh-hr-128ma-s-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Mát Đứng 4 Cửa HR-128MA-S - Hoshizaki,Tủ Mát Đứng 4 Cửa HR-128MA-S &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-mat-2-canh-dung-loai-co-khay-banh-hr-78ma-s-b-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Mát 2 Cánh Đứng Loại Có Khay Bánh HR-78MA-S-B - Hoshizaki,Tủ Mát 2 Cánh Đứng Loại Có Khay Bánh HR-78MA-S-B &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-mat-4-canh-dung-loai-co-khay-banh-hf-148ma-s-b-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Mát 4 Cánh Đứng Loại Có Khay Bánh HF-148MA-S-B - Hoshizaki,Tủ Mát 4 Cánh Đứng Loại Có Khay Bánh HF-148MA-S-B &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-mat-4-canh-dung-loai-co-khay-banh-hr-148ma-s-b-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Mát 4 Cánh Đứng Loại Có Khay Bánh HR-148MA-S-B - Hoshizaki,Tủ Mát 4 Cánh Đứng Loại Có Khay Bánh HR-148MA-S-B &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-mat-4-cua-khong-vach-ngan-hr-128ma-s-ml-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Mát 4 Cửa Không Vách Ngăn HR-128MA-S-ML - Hoshizaki,Tủ Mát 4 Cửa Không Vách Ngăn HR-128MA-S-ML &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-mat-4-cua-khong-vach-ngan-hr-148ma-s-ml-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Mát 4 Cửa Không Vách Ngăn HR-148MA-S-ML - Hoshizaki,Tủ Mát 4 Cửa Không Vách Ngăn HR-148MA-S-ML &#8211; Hoshizaki,
SKIP,https://saigonhoreca.vn/san-pham/tu-mat-cong-nghiep-810mm-fvr7680/,,,,,,,no brand token in slug
OK,https://saigonhoreca.vn/san-pham/tu-mat-dung-1-cua-cua-kinh-hr-76ma-s-slg-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Mát Đứng 1 Cửa - Cửa Kính HR-76MA-S-SLG - Hoshizaki,Tủ Mát Đứng 1 Cửa &#8211; Cửa Kính HR-76MA-S-SLG &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-mat-dung-1-cua-cua-kinh-hr-78ma-s-slg-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Mát Đứng 1 Cửa - Cửa Kính HR-78MA-S-SLG - Hoshizaki,Tủ Mát Đứng 1 Cửa &#8211; Cửa Kính HR-78MA-S-SLG &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-mat-dung-2-cua-cua-kinh-hr-126ma-s-slg-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Mát Đứng 2 Cửa - Cửa Kính HR-126MA-S-SLG - Hoshizaki,Tủ Mát Đứng 2 Cửa &#8211; Cửa Kính HR-126MA-S-SLG &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-mat-dung-2-cua-cua-kinh-hr-128ma-s-slg-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Mát Đứng 2 Cửa - Cửa Kính HR-128MA-S-SLG - Hoshizaki,Tủ Mát Đứng 2 Cửa &#8211; Cửa Kính HR-128MA-S-SLG &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-mat-dung-2-cua-cua-kinh-hr-78ma-sg-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Mát Đứng 2 Cửa - Cửa Kính HR-78MA-SG - Hoshizaki,Tủ Mát Đứng 2 Cửa &#8211; Cửa Kính HR-78MA-SG &#8211; Hoshizaki,
SKIP,https://saigonhoreca.vn/san-pham/tu-mat-dung-2-cua-fvr7680-fujimak-japan/,,japan,,,,,no brand token in slug
OK,https://saigonhoreca.vn/san-pham/tu-mat-dung-2-cua-loai-d650-cua-kinh-hr-76ma-sg-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Mát Đứng 2 Cửa Loại D650 - Cửa Kính HR-76MA-SG - Hoshizaki,Tủ Mát Đứng 2 Cửa Loại D650 &#8211; Cửa Kính HR-76MA-SG &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-mat-dung-4-cua-cua-kinh-hr-128ma-sg-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Mát Đứng 4 Cửa - Cửa Kính HR-128MA-SG - Hoshizaki,Tủ Mát Đứng 4 Cửa &#8211; Cửa Kính HR-128MA-SG &#8211; Hoshizaki,
OK,https://saigonhoreca.vn/san-pham/tu-mat-dung-4-cua-cua-kinh-hr-148ma-sg-hoshizaki/,hoshizaki,,hoshizaki,,Tủ Mát Đứng 4 Cửa - Cửa Kính HR-148MA-SG - Hoshizaki,Tủ Mát Đứng 4 Cửa &#8211; Cửa Kính HR-148MA-SG &#8211; Hoshizaki,
SKIP,https://saigonhoreca.vn/san-pham/tu-mat-dung-4-cua-fvr1280-fujimak-japan/,,japan,,,,,no brand token in slug
